CCTV央视频道,#genre#
中天新聞,http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8

民視新聞,http://211.23.114.106:8542/http/60.251.39.91:8081/hls/73/815/ch51.m3u8

三立新聞,http://211.23.114.106:8543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8

TVBS新聞,http://211.23.114.106:8546/http/116.50.42.19:8081/hls/64/806/ch16.m3u8

TVBS HD,http://211.23.114.106:8545/http/116.50.42.19:8081/hls/64/806/ch15.m3u8

東森財經,http://211.23.114.106:8546/http/116.50.42.19:8081/hls/63/805/ch11.m3u8

寰宇新聞,http://211.23.114.106:8547/http/116.50.42.19:8081/hls/76/818/ch62.m3u8

壹新聞台,http://211.23.114.106:8548/http/116.50.42.19:8081/hls/66/808/ch24.m3u8

FOX頻道,http://211.23.114.106:8561/http/116.50.42.19:8081/hls/61/803/ch02.m3u8

緯來育樂,http://211.23.114.106:8562/http/116.50.42.19:8081/hls/68/810/ch30.m3u8

緯來綜合,http://211.23.114.106:8518/http/61.221.81.94:8088/hls/68/810/ch32.m3u8

八大第一,http://211.23.114.106:8536/http/61.221.81.94:8088/hls/66/808/ch22.m3u8

八大綜合,http://211.23.114.106:8520/http/61.221.81.94:8088/hls/66/808/ch21.m3u8

台視,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/71/813/ch46.m3u8

中視,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8

華視,http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8

民視,http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8

公視,http://211.23.114.106:8505/http/61.221.81.94:8088/hls/73/815/ch50.m3u8

人間衛視,http://211.23.114.106:8506/http/61.221.81.94:8088/hls/69/811/ch36.m3u8

寰宇新聞,http://211.23.114.106:8547/http/116.50.42.19:8081/hls/76/818/ch62.m3u8

年代新聞,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8

東風衛視,http://211.23.114.106:8578/http/60.251.39.91:8081/hls/68/810/ch31.m3u8

MuchTV,http://211.23.114.106:8529/http/60.251.39.91:8081/hls/72/814/ch45.m3u8

大愛,http://211.23.114.106:8507/http/61.221.81.94:8088/hls/73/815/ch52.m3u8

好消息,http://211.23.114.106:8508/http/61.221.81.94:8088/hls/74/816/ch53.m3u8

美国 狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8

美国布兰奇电视,http://livestream.usatv.com/hls/m3u8/ARTN-NET.m3u8

美国法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8

美国360North,http://wowzaprod3-i.akamaihd.net/hls/live/252236/2147483647_360north_247/playlist.m3u8

美国Cheddar电视,https://live.chdrstatic.com/cheddar/primary/4.m3u8

美国CSBN,https://cbsnhls-i.akamaihd.net/hls/live/264710/cbsn_hlsprod_2/master_360.m3u8

美国Denver 8 TV,http://granicusliveus8-a.akamaihd.net/denver/G0080_002/chunklist.m3u8

美国Fox,http://fnurtmp-f.akamaihd.net/i/FNRADIO_1@92141/master.m3u8

环球 (美国),http://live.cgtn.com/1000/prog_index.m3u8

美国TVW2,http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVW2_all/master.m3u8

美国购物QVC-Beauty-TV-HD-UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/3/prog_index.m3u8

美国购物QVC-TV-HD-UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8

美国切达电视,http://live.chdrstatic.com/cbn/primary/3.m3u8

全美電視,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8

日本Ⅰ宝石GSTV,https://gemstv.wide-stream.net/gemstv01/smil:gemstv01.smil/chunklist_w1860888413_b600000.m3u8

日本宝石GSTV,https://gemstv.wide-stream.net/gemstv01/smil:gemstv01.smil/playlist.m3u8

日本Ⅰ全天新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8

日本Ⅰ声优广播,http://www.uniqueradio.jp/agplayerf/hls/Active.m3u8

日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8

日本QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8

日本新闻24,http://www.news24.jp/livestream/index.m3u8

三立Live新聞,http://seb.sason.top/sc/sllive_fhd.m3u8

加拿大CME财经一号,http://69.57.222.151:8082/45/stream.m3u8

CPAC,http://bcoveliveios-i.akamaihd.net/hls/live/248519/1242843915001_1/master.m3u8

Darcizzle电视,http://30a-tv.com/darcizzle.m3u8

Dubai Sports,http://dmitnthvll.cdn.mangomolo.com/dubaisports/smil:dubaisports.smil/chunklist_b1600000.m3u8

Fashion TV (SK),http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8

France 24 (ESP),http://f24hls-i.akamaihd.net/hls/live/520845/F24_ES_HI_HLS/master_2000.m3u8

FTVLIVE,http://218.236.58.185:1935/FTVLIVE_MOBILE/Stream_mobile/playlist.m3u8

HD Fashion&Lifestyle (UA),http://95.67.47.115/hls/hdfashion_ua_low/index.m3u8

Jewelry电视,http://wowzaprod134-i.akamaihd.net/hls/live/577814/ccddaf02/playlist.m3u8

KPRF,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8

Luxury,http://nano.teleservice.su:8080/hls/luxury.m3u8

MEDIACORP,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8

Music Top,http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/chunklist_w538311571_b364000_sleng.m3u8

Music Top | HD,http://live-edge01.telecentro.net.ar/live/msctphd-720/playlist.m3u8

MY3,http://hls.tvsoyuz.cdnvideo.ru/tvsoyuz2/muzsoyuz.6fw0-58xp-acts-esy0/chunklist.m3u8

NEWS 24,http://tv.balkanweb.com:8081/news24/livestream/chunks.m3u8

News 24 Balkan,http://tv.balkanweb.com/news24/livestream/playlist.m3u8

News Center7(Ohio),http://svc-lvanvato-cxtv-whio.cmgvideo.com/whio/2596k/index.m3u8

REUN2,https://livefta.malimarcdn.com/ftaedge00/houngfa.sdp/chunklist.m3u8

TV5,http://hls.cdn.ua/tv5.zp.ua_live/_definst_:tv5/playlist.m3u8

TV7(Хмельн),http://tv7plus.com/hls/tv7_site.m3u8

VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8

WOW!TV1,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w454258933.m3u8

WOW!TV2,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w84588335.m3u8

Ytv,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/chunklist.m3u8

阿联酋ⅠATV1,http://85.132.81.184:8080/atv/index.m3u8

阿联酋ⅠATV2,http://85.132.81.184:8080/atv-2/index.m3u8

阿联酋ⅠATV4,http://85.132.81.184:8080/atv-4/index.m3u8

俄罗斯ⅠFM音乐频道,http://rtmp.one.by:1200

俄罗斯ⅠHD时尚频道,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8

俄罗斯ⅠOR音乐频道,http://rtmp.one.by:2200/

俄罗斯IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8

俄罗斯ТВTV蓝光,http://hls-video01.cdnvideo.ru/video01/smil:video01.smil/chunklist_b4128000.m3u8

法国24台英语,http://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8

法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

法国新闻,http://f24hls-i.akamaihd.net/hls/live/221147/F24_EN_HI_HLS/master_2000.m3u8

韩国BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8

韩国KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8

韩国阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8

韩国EBSE频道,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8

韩国EBS第二频道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8

韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8

韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8

韩国EBS加二频道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8

韩国EBS加一频道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8

韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8

韩国lEBS 儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8

韩国lKCTV中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8

韩国MBC频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8

韩国TJB SBS,http://1.245.74.5:1935/live/tv/.m3u8

韩国阿里郎WORLDworld,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8

韩国韩国中央,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8

好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8

好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8

台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8

泰国lNBT曼谷频道,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8

唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8

乌克兰M2音乐频道,http://live.m2.tv/hls3/stream.m3u8

西班牙中国环球,http://livees.cgtn.com/1000e/prog_index.m3u8

香港C+蓝光,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv

新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

新马亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8

以色列1,https://kanlivep2event-i.akamaihd.net/hls/live/747600/747600/master.m3u8

以色列2,https://dvr.ch20-cdnwiz.com/mobilehls/dvr.m3u8

意大利V2音乐频道,http://de1se01.v2beat.live/playlist.m3u8

意大利电台,http://radioitaliatv-lh.akamaihd.net/i/radioitaliatv_1@329645/index_720x480_av-p.m3u8

音乐20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8

越南ktv,http://210.245.20.94/hls/ktv1.m3u8

越南PTPhd,http://113.161.4.48:8080/phuyen/tv.m3u8

越南和平HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8

越南坚江频道,http://tv.kgtv.vn/live/kgtv/kgtv.m3u8

越南TV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8




XXX频道,#genre#

花花公子,http://3dff4cc4.ucomist.net/iptv/HN7Y79UXUNDQV8/527/index.m3u8

松视三台,https://flv3948069e.live.126.net/live/sytv_ca330b8dfe8461e4b3bdde39ce773e83.flv

OTT3,http://ott3.alwaysdata.net/live/lv.php?id=32

松视2台,https://flv3948069e.live.126.net/live/sytv_56830b3d6e8464f8479dde69be773622.flv

潘多拉1台,https://flv3948069e.live.126.net/live/sytv_30630b464e846ca2cb9ddefe0e773e87.flv

潘多拉2台,rtmp://125.227.196.250:1935/live/PandoraPink

BrazzersTVEurope,http://212.102.48.142:8085/udp/236.3.1.17:1234 Vivid

RedHD,http://212.102.48.142:8085/udp/236.3.1.15:1234

XXL,http://212.102.48.142:8085/udp/236.3.1.16:1234

PRIVATE,http://212.102.48.142:8085/udp/236.3.1.12:1234

DORCEL,http://212.102.48.142:8085/udp/236.3.1.11:1234

RedlightHD,http://212.102.48.142:8085/udp/236.3.1.13:1234

HUSTLER-HD,http://212.102.48.142:8085/udp/236.3.1.14:1234



点播测试3.11,#genre#

秘鲁大冒险2,https://dy2.yle888.vip/20220310/keVvMLSO/index.m3u8

史泰登岛国王,https://dy2.yle888.vip/20220310/3Y8AyZvO/index.m3u8

VIP解锁,https://636c-cloud1-0gk3486hc4fffd4b-1307030211.tcb.qcloud.la/ScreenRecorderProject2.mp4


电视剧测试3.11,#genre#

我们的婚姻1,https://dy2.yle888.vip/20220223/sJA2j8gn/index.m3u8

2,https://dy2.yle888.vip/20220223/TZi5yMPH/index.m3u8

3,https://dy2.yle888.vip/20220223/BVnJ0Tnr/index.m3u8

4,https://dy2.yle888.vip/20220223/c9lyym39/index.m3u8

5,https://dy2.yle888.vip/20220223/mKMmtEgV/index.m3u8

6,https://dy2.yle888.vip/20220223/PpFGmpcc/index.m3u8

VIP解锁,https://636c-cloud1-0gk3486hc4fffd4b-1307030211.tcb.qcloud.la/ScreenRecorderProject2.mp4
